Hour,WEC_SDGE_biomass_1.0,WEC_SDGE_hydroelectric_pumped_storage_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_1.0,WEC_SDGE_natural_gas_fired_combined_cycle_2.0,WEC_SDGE_natural_gas_fired_combined_cycle_3.0,WEC_SDGE_natural_gas_fired_combined_cycle_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_1.0,WEC_SDGE_natural_gas_fired_combustion_turbine_2.0,WEC_SDGE_natural_gas_fired_combustion_turbine_3.0,WEC_SDGE_natural_gas_fired_combustion_turbine_4.0,WEC_SDGE_natural_gas_fired_combustion_turbine_5.0,WEC_SDGE_natural_gas_fired_combustion_turbine_6.0,WEC_SDGE_natural_gas_fired_combustion_turbine_7.0,WEC_SDGE_natural_gas_fired_combustion_turbine_8.0,WEC_SDGE_natural_gas_fired_combustion_turbine_9.0,WEC_SDGE_natural_gas_fired_combustion_turbine_10.0,WEC_SDGE_natural_gas_fired_combustion_turbine_11.0,WEC_SDGE_natural_gas_fired_combustion_turbine_12.0,WEC_SDGE_onshore_wind_turbine_1.0,WEC_SDGE_small_hydroelectric_1.0,WEC_SDGE_solar_photovoltaic_1.0
264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2167,0.2441,0.4281
265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0703,0.2441,0.1855
266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0867,0.2441,0
267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3034,0.2441,0
268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3063,0.2441,0
269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3676,0.2441,0
270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3634,0.2441,0
271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1231,0.2441,0
272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.092,0.2441,0
273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0474,0.2441,0
274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2529,0.2441,0
275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4986,0.2441,0
276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3375,0.2441,0
277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1579,0.2441,0
278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1185,0.2441,0
279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2012,0.2441,0
280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1217,0.2441,0
281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1891,0.2441,0.2336
282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3029,0.2441,0.3961
283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2327,0.2441,0.5385
284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2187,0.2441,0.5568
285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2134,0.2441,0.6039
286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2518,0.2441,0.616
287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2178,0.2441,0.5961
288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2071,0.2441,0.52
289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1618,0.2441,0.3422
290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0523,0.2441,0
291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1367,0.2441,0
292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.087,0.2441,0
293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0642,0.2441,0
294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0435,0.2441,0
295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0796,0.2441,0
296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0644,0.2441,0
297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2334,0.2441,0
298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2539,0.2441,0
299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4705,0.2441,0
300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3773,0.2441,0
301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3178,0.2441,0
302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5578,0.2441,0
303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5344,0.2441,0
304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4594,0.2441,0.0658
305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5114,0.2441,0.3669
306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.524,0.2441,0.5513
307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5691,0.2441,0.6696
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6243,0.2441,0.7361
309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7534,0.2441,0.7508
310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7324,0.2441,0.7335
311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6171,0.2441,0.6668
312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2828,0.2441,0.5471
313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6584,0.2441,0.351
314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3397,0.2441,0
315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4979,0.2441,0
316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4427,0.2441,0
317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339,0.2441,0
318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2506,0.2441,0
319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2604,0.2441,0
320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.102,0.2441,0
321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1452,0.2441,0
322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2445,0.2441,0
323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1031,0.2441,0
324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105,0.2441,0
325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0791,0.2441,0
326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0174,0.2441,0
327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0084,0.2441,0
328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0067,0.2441,0.0134
329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0019,0.2441,0.2221
330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0033,0.2441,0.2826
331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0005,0.2441,0.3383
332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0163,0.2441,0.3887
333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0246,0.2441,0.362
334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0088,0.2441,0.3895
335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0029,0.2441,0.4154
336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0004,0.2441,0.3882
337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002,0.2441,0.2352
338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0174,0.2441,0
339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.067,0.2441,0
340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1581,0.2441,0
341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1483,0.2441,0
342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1157,0.2441,0
343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1906,0.2441,0
344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4176,0.2441,0
345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217,0.2441,0
346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4777,0.2441,0
347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5051,0.2441,0
348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.485,0.2441,0
349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5491,0.2441,0
350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.539,0.2441,0
351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.664,0.2441,0
352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5771,0.2441,0
353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4456,0.2441,0.1781
354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4442,0.2441,0.3017
355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.377,0.2441,0.441
356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3394,0.2441,0.5393
357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3714,0.2441,0.5997
358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3525,0.2441,0.5344
359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3783,0.2441,0.4078
360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.413,0.2441,0.3219
361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3489,0.2441,0.1675
362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2327,0.2441,0
363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1198,0.2441,0
364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2374,0.2441,0
365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3165,0.2441,0
366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5124,0.2441,0
367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5501,0.2441,0
368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6902,0.2441,0
369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5463,0.2441,0
370,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6232,0.2441,0
371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6232,0.2441,0
372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6334,0.2441,0
373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6974,0.2441,0
374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7583,0.2441,0
375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7505,0.2441,0
376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6399,0.2441,0.0016
377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5508,0.2441,0.2655
378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6986,0.2441,0.4509
379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6582,0.2441,0.5297
380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6078,0.2441,0.571
381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7321,0.2441,0.5695
382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4083,0.2441,0.565
383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7203,0.2441,0.4642
384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6299,0.2441,0.4052
385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7454,0.2441,0.2295
386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3233,0.2441,0
387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4231,0.2441,0
388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.496,0.2441,0
389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4931,0.2441,0
390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3983,0.2441,0
391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3168,0.2441,0
392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4196,0.2441,0
393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3288,0.2441,0
394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3204,0.2441,0
395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2831,0.2441,0
396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2294,0.2441,0
397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1962,0.2441,0
398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4439,0.2441,0
399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2918,0.2441,0
400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1632,0.2441,0.0457
401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025,0.2441,0.3407
402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0006,0.2441,0.5184
403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0029,0.2441,0.6452
404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0076,0.2441,0.725
405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0029,0.2441,0.7468
406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0027,0.2441,0.738
407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.2441,0.6772
408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0005,0.2441,0.5549
409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0074,0.2441,0.3576
410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0074,0.2441,0
411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0206,0.2441,0
412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0143,0.2441,0
413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.2441,0
414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003,0.2441,0
415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0222,0.2441,0
416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.2441,0
417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0012,0.2441,0
419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0647,0.2441,0
420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0372,0.2441,0
421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0023,0.2441,0
422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0091,0.2441,0
423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0074,0.2441,0
424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0027,0.2441,0.0871
425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0012,0.2441,0.3723
426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.2441,0.5547
427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.2441,0.6735
428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0029,0.2441,0.7446
429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0073,0.2441,0.7711
430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0048,0.2441,0.769
431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0077,0.2441,0.7009
432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0009,0.2441,0.5701
433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0003,0.2441,0.36
434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0007,0.2441,0
437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0136,0.2441,0
438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0175,0.2441,0
439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.2441,0
440,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0006,0.2441,0
441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.2441,0
443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0001,0.2441,0
444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0489,0.2441,0
445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0876,0.2441,0
446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1817,0.2441,0
447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0761,0.2441,0
448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1171,0.2441,0.0405
449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1507,0.2441,0.3695
450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0572,0.2441,0.5462
451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,0.2441,0.6583
452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0713,0.2441,0.7289
453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0119,0.2441,0.753
454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0285,0.2441,0.753
455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3108,0.2441,0.6929
456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1779,0.2441,0.5542
457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1594,0.2441,0.3273
458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2275,0.2441,0
459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1892,0.2441,0
460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2117,0.2441,0
461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2661,0.2441,0
462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3075,0.2441,0
463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4328,0.2441,0
464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4099,0.2441,0
465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4678,0.2441,0
466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4413,0.2441,0
467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5168,0.2441,0
468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5277,0.2441,0
469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4822,0.2441,0
470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4565,0.2441,0
471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4578,0.2441,0
472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4213,0.2441,0.0035
473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4235,0.2441,0.2039
474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2652,0.2441,0.5356
475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2485,0.2441,0.6745
476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2602,0.2441,0.7223
477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1571,0.2441,0.7365
478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1671,0.2441,0.7237
479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3523,0.2441,0.6628
480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2347,0.2441,0.5076
481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0469,0.2441,0.2668
482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0437,0.2441,0
483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1011,0.2441,0
484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1712,0.2441,0
485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3175,0.2441,0
486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4784,0.2441,0
487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5313,0.2441,0
488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5246,0.2441,0
489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6028,0.2441,0
490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.608,0.2441,0
491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5017,0.2441,0
492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4984,0.2441,0
493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.569,0.2441,0
494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6017,0.2441,0
495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7175,0.2441,0
496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8465,0.2441,0
497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8667,0.2441,0.0578
498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83,0.2441,0.2608
499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.847,0.2441,0.373
500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8786,0.2441,0.4687
501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8745,0.2441,0.5134
502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8741,0.2441,0.5737
503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8786,0.2441,0.5103
504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8758,0.2441,0.4472
505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8799,0.2441,0.2627
506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8578,0.2441,0
507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8442,0.2441,0
508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5077,0.2441,0
509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3257,0.2441,0
510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3938,0.2441,0
511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2744,0.2441,0
512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5069,0.2441,0
513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6476,0.2441,0
514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5469,0.2441,0
515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2976,0.2441,0
516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.281,0.2441,0
517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4424,0.2441,0
518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4527,0.2441,0
519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1428,0.2441,0
520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0694,0.2441,0.0203
521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0218,0.2441,0.2488
522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0112,0.2441,0.4346
523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0059,0.2441,0.5192
524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0054,0.2441,0.5986
525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0147,0.2441,0.5217
